"12/31/2010","in","1699","1","Privacy and Security"
"12/31/2010","in","1699","11","Hate Speech"
"12/31/2010","in","1699","2","Pornography"
"12/31/2010","in","1699","2","Impersonation"
"12/31/2010","in","1699","15","Defamation"
"12/31/2010","in","1699","2","Other"
"12/31/2010","in","1699","100","Defamation"
"12/31/2010","in","1699","19","Other"
"12/31/2010","in","1699","10","Government Criticism"
"12/31/2010","in","1699","1","Defamation"
"12/31/2010","in","1699","1","Government Criticism"
"12/31/2010","in","1699","4","Pornography"
"12/31/2010","in","1699","17","Defamation"
"12/31/2010","in","1699","53","Privacy and Security"
"12/31/2010","in","1699","16","National Security"
"12/31/2010","in","1699","13","Other"
"12/31/2010","it","837","2","Copyright"
"12/31/2010","it","837","1","Pornography"
"12/31/2010","it","837","5","Pornography"
"12/31/2010","it","837","1","Hate Speech"
"12/31/2010","it","837","1","Pornography"
"12/31/2010","it","837","20","Defamation"
"12/31/2010","it","837","19","Defamation"
"12/31/2010","it","837","14","Other"
"12/31/2010","it","837","1","Defamation"
"12/31/2010","it","837","28","Privacy and Security"
"12/31/2010","it","837","3","Other"
"12/31/2010","it","837","15","Defamation"
"12/31/2010","it","837","21","Violence"
"12/31/2010","jp","72","11","Privacy and Security"
"12/31/2010","jp","72","2","Defamation"
"12/31/2010","jp","72","10","Defamation"
"12/31/2010","jp","72","15","Other"
"12/31/2010","kr","190","1","Privacy and Security"
"12/31/2010","kr","190","10","Other"
"12/31/2010","kr","190","32076","Privacy and Security"
"12/31/2010","kr","190","51","Other"
"12/31/2010","kr","190","8","Privacy and Security"
"12/31/2010","kr","190","1","Privacy and Security"
"12/31/2010","kr","190","5","Defamation"
"12/31/2010","tr","45","9","Government Criticism"
"12/31/2010","tr","45","5","Privacy and Security"
"12/31/2010","tr","45","4","Defamation"
"12/31/2010","tr","45","1","Other"
"12/31/2010","us","4601","36","Defamation"
"12/31/2010","us","4601","1","Other"
"12/31/2010","us","4601","3","Privacy and Security"
"12/31/2010","us","4601","1110","Defamation"
"12/31/2010","us","4601","1","National Security"
"12/31/2010","us","4601","1","Violence"
"12/31/2010","us","4601","77","Defamation"
"12/31/2010","us","4601","1","Other"
"12/31/2010","us","4601","3","Other"
"12/31/2010","us","4601","152","Defamation"
"12/31/2010","us","4601","36","Other"
"06/30/2011","ar","134","12","Privacy and Security"
"06/30/2011","ar","134","1","Privacy and Security"
"06/30/2011","ar","134","4","Defamation"
"06/30/2011","ar","134","4","Defamation"
"06/30/2011","ar","134","34","Defamation"
"06/30/2011","ar","134","1","Other"
"06/30/2011","au","361","2","Privacy and Security"
"06/30/2011","au","361","2","Pornography"
"06/30/2011","au","361","1","Hate Speech"
"06/30/2011","au","361","1","Privacy and Security"
"06/30/2011","au","361","2","Defamation"
"06/30/2011","au","361","2","Other"
"06/30/2011","br","703","1","Privacy and Security"
"06/30/2011","br","703","1","Privacy and Security"
"06/30/2011","br","703","4","Privacy and Security"
"06/30/2011","br","703","8","Violence"
"06/30/2011","br","703","6","Privacy and Security"
"06/30/2011","br","703","104","Defamation"
"06/30/2011","br","703","41","Copyright"
"06/30/2011","br","703","49","Defamation"
"06/30/2011","br","703","2","Other"
"06/30/2011","br","703","104","Defamation"
"06/30/2011","br","703","2","Other"
"06/30/2011","br","703","1","Impersonation"
"06/30/2011","br","703","5","Privacy and Security"
"06/30/2011","br","703","93","Defamation"
"06/30/2011","br","703","2","Other"
"06/30/2011","br","703","9","Hate Speech"
"06/30/2011","br","703","1","Defamation"
"06/30/2011","br","703","1","Pornography"
"06/30/2011","br","703","2","Violence"
"06/30/2011","br","703","206","Other"
"06/30/2011","br","703","46","Impersonation"
"06/30/2011","br","703","1","Impersonation"
"06/30/2011","ca","50","1","Privacy and Security"
"06/30/2011","ca","50","1","Defamation"
"06/30/2011","ca","50","1","Other"
"06/30/2011","ca","50","5","Defamation"
"06/30/2011","ca","50","1","Other"
"06/30/2011","ca","50","3","Defamation"
"06/30/2011","ca","50","1","Other"
"06/30/2011","de","1060","19","Pornography"
"06/30/2011","de","1060","5","Pornography"
"06/30/2011","de","1060","5","Privacy and Security"
"06/30/2011","de","1060","322","Hate Speech"
"06/30/2011","de","1060","1","Privacy and Security"
"06/30/2011","de","1060","115","Other"
"06/30/2011","de","1060","1","Defamation"
"06/30/2011","de","1060","1","Defamation"
"06/30/2011","de","1060","11","Copyright"
"06/30/2011","de","1060","1585","Defamation"
"06/30/2011","de","1060","23","Defamation"
"06/30/2011","de","1060","35","Other"
"06/30/2011","de","1060","6","Defamation"
"06/30/2011","de","1060","70","Pornography"
"06/30/2011","de","1060","180","Privacy and Security"
"06/30/2011","de","1060","7","Defamation"
"06/30/2011","de","1060","7","Violence"
"06/30/2011","de","1060","12","Other"
"06/30/2011","es","460","1","Pornography"
"06/30/2011","es","460","8","Other"
"06/30/2011","es","460","3","Privacy and Security"
"06/30/2011","es","460","7","Defamation"
"06/30/2011","es","460","1","Other"
"06/30/2011","es","460","3","Other"
"06/30/2011","es","460","1","Other"
"06/30/2011","fr","1300","2","Privacy and Security"
"06/30/2011","fr","1300","12","Defamation"
"06/30/2011","fr","1300","180","Defamation"
"06/30/2011","fr","1300","2","Defamation"
"06/30/2011","fr","1300","54","Defamation"
"06/30/2011","gb","1273","28","Privacy and Security"
"06/30/2011","gb","1273","1","Hate Speech"
"06/30/2011","gb","1273","1","Privacy and Security"
"06/30/2011","gb","1273","135","National Security"
"06/30/2011","gb","1273","67","Privacy and Security"
"06/30/2011","gb","1273","1","Defamation"
"06/30/2011","gb","1273","14","Defamation"
"06/30/2011","gb","1273","20","Other"
"06/30/2011","gb","1273","61","Privacy and Security"
"06/30/2011","gb","1273","1","Defamation"
"06/30/2011","gb","1273","3","Violence"
"06/30/2011","gb","1273","1","Other"
"06/30/2011","in","1739","3","Pornography"
"06/30/2011","in","1739","2","Privacy and Security"
"06/30/2011","in","1739","6","Hate Speech"
"06/30/2011","in","1739","4","Privacy and Security"
"06/30/2011","in","1739","6","Privacy and Security"
"06/30/2011","in","1739","6","Defamation"
"06/30/2011","in","1739","3","Defamation"
"06/30/2011","in","1739","10","Other"
"06/30/2011","in","1739","6","Defamation"
"06/30/2011","in","1739","6","Other"
"06/30/2011","in","1739","19","Government Criticism"
"06/30/2011","in","1739","1","Impersonation"
"06/30/2011","in","1739","236","Government Criticism"
"06/30/2011","in","1739","8","Privacy and Security"
"06/30/2011","in","1739","24","Defamation"
"06/30/2011","in","1739","2","Hate Speech"
"06/30/2011","in","1739","1","Other"
"06/30/2011","in","1739","13","Impersonation"
"06/30/2011","in","1739","1","National Security"
"06/30/2011","in","1739","1","Other"
"06/30/2011","it","934","6","Copyright"
"06/30/2011","it","934","2","Privacy and Security"
"06/30/2011","it","934","9","Privacy and Security"
"06/30/2011","it","934","1","Defamation"
"06/30/2011","it","934","1","Defamation"
"06/30/2011","it","934","16","Defamation"
"06/30/2011","it","934","1","Other"
"06/30/2011","it","934","1","Government Criticism"
"06/30/2011","it","934","6","Privacy and Security"
"06/30/2011","it","934","18","Defamation"
"06/30/2011","it","934","18","Violence"
"06/30/2011","it","934","1","Hate Speech"
"06/30/2011","kr","259","13","Privacy and Security"
"06/30/2011","kr","259","15","Privacy and Security"
"06/30/2011","kr","259","441","Other"
"06/30/2011","kr","259","2","Privacy and Security"
"06/30/2011","kr","259","3","Impersonation"
"06/30/2011","kr","259","2","Privacy and Security"
"06/30/2011","kr","259","2","Privacy and Security"
"06/30/2011","kr","259","18","Defamation"
"06/30/2011","kr","259","2","Other"
"06/30/2011","kr","259","1","Privacy and Security"
"06/30/2011","kr","259","52","Privacy and Security"
"06/30/2011","kr","259","95","Other"
"06/30/2011","nl","64","1","Pornography"
"06/30/2011","nl","64","12","Privacy and Security"
"06/30/2011","nl","64","1","Privacy and Security"
"06/30/2011","nl","64","2","Defamation"
"06/30/2011","pl","266","70","Privacy and Security"
"06/30/2011","pl","266","1","Defamation"
"06/30/2011","pl","266","1","Defamation"
"06/30/2011","tr","73","2","Copyright"
"06/30/2011","tr","73","12","Privacy and Security"
"06/30/2011","tr","73","1","Other"
"06/30/2011","tr","73","43","Defamation"
"06/30/2011","tr","73","1","Impersonation"
"06/30/2011","tr","73","16","Defamation"
"06/30/2011","tr","73","1","Other"
"06/30/2011","tr","73","10","Government Criticism"
"06/30/2011","tr","73","6","Government Criticism"
"06/30/2011","tr","73","53","Pornography"
"06/30/2011","tr","73","122","Privacy and Security"
"06/30/2011","tr","73","2","Defamation"
"06/30/2011","tw","155","1","Electoral Law"
"06/30/2011","tw","155","54","Other"
"06/30/2011","tw","155","43","Other"
"06/30/2011","tw","155","2","Copyright"
"06/30/2011","tw","155","3","Defamation"
"06/30/2011","tw","155","5","Other"
"06/30/2011","tw","155","1","Defamation"
"06/30/2011","tw","155","5","Other"
"06/30/2011","tw","155","1","Other"
"06/30/2011","us","5950","7","Other"
"06/30/2011","us","5950","11","Privacy and Security"
"06/30/2011","us","5950","1","Hate Speech"
"06/30/2011","us","5950","13","Other"
"06/30/2011","us","5950","16","Defamation"
"06/30/2011","us","5950","29","Other"
"06/30/2011","us","5950","1","Impersonation"
"06/30/2011","us","5950","62","Privacy and Security"
"06/30/2011","us","5950","1","Privacy and Security"
"06/30/2011","us","5950","379","Defamation"
"06/30/2011","us","5950","2","Impersonation"
"06/30/2011","us","5950","2","Copyright"
"06/30/2011","us","5950","6","Privacy and Security"
"06/30/2011","us","5950","1","Impersonation"
"06/30/2011","us","5950","1","National Security"
"06/30/2011","us","5950","1","Defamation"
"06/30/2011","us","5950","188","Defamation"
"06/30/2011","us","5950","1","Other"
"06/30/2011","us","5950","5","Hate Speech"
"06/30/2011","us","5950","1","Defamation"
"06/30/2011","us","5950","1","Government Criticism"
"06/30/2011","us","5950","2","Copyright"
"06/30/2011","us","5950","22","Defamation"
"06/30/2011","us","5950","3","Violence"
"06/30/2011","us","5950","1","Other"
